id;user_id;notifications;language;theme;created_at;updated_at
8ac68fa0-4183-4898-801c-f0ca17d79251;8d1ff263-6143-4cb2-9e04-c4c26822e034;true;english;light;2025-11-22 13:27:28.47333+00;2025-11-22 13:27:28.47333+00
eefba277-441f-49c3-8730-c0265d884383;952f4976-92a9-46d9-ae30-725e3bcd0dc0;true;english;light;2025-11-23 13:57:41.835589+00;2025-11-23 13:57:41.835589+00
b2e828dc-c6a3-4b94-b3e6-2f25b2ee5da7;bfc2b650-6bb3-4e7e-b472-14472c1d0a8f;true;english;light;2025-12-03 12:44:28.883318+00;2025-12-03 12:44:28.883318+00
8e2f0e85-4300-47ba-ab60-64dfa71d06ba;fe2dd01e-226e-4d39-ab10-a7dda8e7e35e;true;english;light;2026-01-20 18:28:00.332119+00;2026-01-20 18:28:00.332119+00
